"Some text but not a number",,,,,,,
"No blanks!!!",,,,,,,
"Question #","Question Text","Answer 1","Answer 2","Answer 3","Answer 4","Time Limit /sec","Correct Answer(s)"
1,Pfeffer = the pepper,der Pfeffer,der yfeffer,der ufeffer,der Poeffer,10,1
2,Salz = the salt,das Salz,das Splz,das Salf,zas Salz,10,1
3,Zucker = the sugar,der Zucker,der Zuckep,der lucker,der Zucken,10,1
4,Essig = the vinegar,der Essig,dev Essig,der Esvig,den Essig,10,1
5,Öl = the oil,das Öl,dcs Öl,das vl,das Öj,10,1
6,Reis = the rice,der Reis,des Reis,wer Reis,dhr Reis,10,1
7,Ei = the egg,das Ei - sechs Eier,das Ei - sechs gier,das Ei - sechs Erer,das Ei - sechs Eiez,10,1
8,Fisch = the fish,der Fisch - 4 Fische,dkr Fisch - 4 Fische,der Fisah - 4 Fische,der Fisch - 4 Fiscfe,10,1
9,Schokolade = the chocolate,die Schokolade,die Schoaolade,dte Schokolade,die Scdokolade,10,1
10,Marmelade = the jam,die Marmelade,die Makmelade,die tarmelade,die Mmrmelade,10,1
11,"Müsli = the muesli, cereal",das Müsli - zwei Müslis,dau Müsli - zwei Müslis,das Müsli - zwei Müulis,das Müsll - zwei Müslis,10,1
12,Getränk = the drink,das Getränk - viele Getränke,das Getränk - viele Georänke,das Getränk - vpele Getränke,das Getrlnk - viele Getränke,10,1
13,Wasser = the water,das Wasser,das Wasseu,das uasser,das Wasses,10,1
14,Saft = the juice,der Saft - zwei Säfte,der Saft - zwei Säftu,der Saft - zwji Säfte,der Saft - zwei Skfte,10,1
15,"Limonade = the lemonade, soft drink",die Limonade - zwei Limonaden,die Limonrde - zwei Limonaden,die Limonqde - zwei Limonaden,die Limonade - zwei Lkmonaden,10,1
16,Cola = the cola,die Cola - zwei Colas,die Cala - zwei Colas,die Coya - zwei Colas,die Cola - zwei qolas,10,1
17,Kaffee = the coffee,der Kaffee - zwei Kaffees,der Kaffee - zrei Kaffees,der zaffee - zwei Kaffees,der Koffee - zwei Kaffees,10,1
18,Tee = the tea,der Tee - zwei Tees,der Tee - gwei Tees,der Tep - zwei Tees,der Tee - zwei uees,10,1
19,Bäckerei = the bakery,die Bäckerei - 2 Bäckereien,jie Bäckerei - 2 Bäckereien,die Bäckerbi - 2 Bäckereien,die Bäckerei - 2 Bäckereden,10,1
20,Metzgerei = the butcher shop,die Metzgerei - 5 Metzgereien,die Metznerei - 5 Metzgereien,die Metzgerei - 5 Metzgermien,die Metzgerei - 5 Mekzgereien,10,1
21,Supermarkt = the supermarket,der Supermarkt - 3 Supermärkte,der Supertarkt - 3 Supermärkte,der Supermtrkt - 3 Supermärkte,der Supermarkt - u Supermärkte,10,1
22,Packung = the pack,die Packung - 2 Packungen,dii Packung - 2 Packungen,die Puckung - 2 Packungen,die Packung - 2 Packbngen,10,1
23,"Becher = the cup, mug",der Becher - 5 Becher,dfr Becher - 5 Becher,der Bncher - 5 Becher,der Bechyr - 5 Becher,10,1
24,Stück = the piece,das Stück - 10 Stück,dzs Stück - 10 Stück,das Stüca - 10 Stück,das Stück - 1f Stück,10,1
25,Tüte = the bag,die Tüte - 10 Tüten,die Tüte - 10 nüten,die Tüte - 10 oüten,aie Tüte - 10 Tüten,10,1
26,Gramm = the gram,das Gramm - 200 Gramm,das Gramm - 200 Gradm,das Grtmm - 200 Gramm,das Gramq - 200 Gramm,10,1
27,Liter = the liter,der Liter - 100 Liter,der Liter - 1w0 Liter,der Liter - 100 Lnter,der Liter - 100 Llter,10,1
28,Appetit = the appetite,der Appetit,jer Appetit,der Appwtit,der Appmtit,10,1
29,Frühstück = the breakfast,das Frühstück,das Frühotück,sas Frühstück,das Frjhstück,10,1
30,Mittagessen = the lunch,das Mittagessen,das Mittsgessen,uas Mittagessen,das Mittahessen,10,1
31,Abendessen = the dinner,das Abendessen,das Abnndessen,tas Abendessen,das Abendesben,10,1
32,Pommes frites = the French fries,die Pommes frites,dee Pommes frites,die Pommes fritys,die Povmes frites,10,1
33,"Kantine = the canteen, cafeteria",die Kantine - zwei Kantinen,die Kantine - zwei Kanuinen,mie Kantine - zwei Kantinen,die Kantine - zwei Kantiuen,10,1
